INFO:root:Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', epochs=3, epsilon=1e-06, gpu=None, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=3, task_name='LCQMC', warmup_ratio=0.1)
INFO:root:processing dataset...
WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/batchify/batchify.py:235: UserWarning: Padding value is not given and will be set automatically to 0 in data.batchify.Pad(). Please check whether this is intended (e.g. value of padding index in the vocabulary).
  'Padding value is not given and will be set automatically to 0 '

WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/sampler.py:352: UserWarning: Some buckets are empty and will be removed. Unused bucket keys=[116]
  str(unused_bucket_keys))

INFO:root:Now we are doing BERT classification training on cpu(0)!
[12:55:45] src/base.cc:49: GPU context requested, but no GPUs found.
INFO:root:[Epoch 2 Batch 4810/7467] loss=0.1484, lr=0.0000131, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 4820/7467] loss=0.1593, lr=0.0000131, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 4830/7467] loss=0.1834, lr=0.0000131, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 4840/7467] loss=0.1928, lr=0.0000131, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4850/7467] loss=0.1915, lr=0.0000131, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4860/7467] loss=0.1792, lr=0.0000130, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4870/7467] loss=0.1540, lr=0.0000130, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4880/7467] loss=0.1839, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4890/7467] loss=0.1422, lr=0.0000130, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4900/7467] loss=0.1500, lr=0.0000130, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4910/7467] loss=0.1905, lr=0.0000130, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 4920/7467] loss=0.1832, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4930/7467] loss=0.1904, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4940/7467] loss=0.2229, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4950/7467] loss=0.1937, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4960/7467] loss=0.1622, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4970/7467] loss=0.1605, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4980/7467] loss=0.1368, lr=0.0000130, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 4990/7467] loss=0.2262, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5000/7467] loss=0.1683, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5010/7467] loss=0.1249, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5020/7467] loss=0.1922, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5030/7467] loss=0.1707, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5040/7467] loss=0.1874, lr=0.0000129, metrics:accuracy:0.9316
INFO:root:[Epoch 2 Batch 5050/7467] loss=0.1412, lr=0.0000129, metrics:accuracy:0.9316
INFO:root:[Epoch 2 Batch 5060/7467] loss=0.1430, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5070/7467] loss=0.1798, lr=0.0000129, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5080/7467] loss=0.1351, lr=0.0000129, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5090/7467] loss=0.1731, lr=0.0000129, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5100/7467] loss=0.1499, lr=0.0000129, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5110/7467] loss=0.1690, lr=0.0000129, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5120/7467] loss=0.1620, lr=0.0000129, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5130/7467] loss=0.1762, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5140/7467] loss=0.1610, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5150/7467] loss=0.2011, lr=0.0000128, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5160/7467] loss=0.1572, lr=0.0000128, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5170/7467] loss=0.1802, lr=0.0000128, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5180/7467] loss=0.1442, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5190/7467] loss=0.1408, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5200/7467] loss=0.1989, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5210/7467] loss=0.1404, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5220/7467] loss=0.2022, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5230/7467] loss=0.2208, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5240/7467] loss=0.2078, lr=0.0000128, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5250/7467] loss=0.1846, lr=0.0000128, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5260/7467] loss=0.1582, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5270/7467] loss=0.1346, lr=0.0000127, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5280/7467] loss=0.1780, lr=0.0000127, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5290/7467] loss=0.1962, lr=0.0000127, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5300/7467] loss=0.1964, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5310/7467] loss=0.1764, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5320/7467] loss=0.2229, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5330/7467] loss=0.1501, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5340/7467] loss=0.1972, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5350/7467] loss=0.2018, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5360/7467] loss=0.1838, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5370/7467] loss=0.1520, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5380/7467] loss=0.1187, lr=0.0000127, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5390/7467] loss=0.1883, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5400/7467] loss=0.1943, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5410/7467] loss=0.2370, lr=0.0000126, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5420/7467] loss=0.1522, lr=0.0000126, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5430/7467] loss=0.1615, lr=0.0000126, metrics:accuracy:0.9317
INFO:root:[Epoch 2 Batch 5440/7467] loss=0.1715, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5450/7467] loss=0.1466, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5460/7467] loss=0.2152, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5470/7467] loss=0.1533, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5480/7467] loss=0.2712, lr=0.0000126, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5490/7467] loss=0.1079, lr=0.0000126, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5500/7467] loss=0.1501, lr=0.0000126, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5510/7467] loss=0.1807, lr=0.0000126, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5520/7467] loss=0.1782, lr=0.0000126, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5530/7467] loss=0.2481, lr=0.0000125, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5540/7467] loss=0.1343, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5550/7467] loss=0.1536, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5560/7467] loss=0.1903, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5570/7467] loss=0.1603, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5580/7467] loss=0.2264, lr=0.0000125, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5590/7467] loss=0.1979, lr=0.0000125, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5600/7467] loss=0.1538, lr=0.0000125, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5610/7467] loss=0.1618, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5620/7467] loss=0.2061, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5630/7467] loss=0.1925, lr=0.0000125, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5640/7467] loss=0.1492, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5650/7467] loss=0.1764, lr=0.0000125, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5660/7467] loss=0.1855, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5670/7467] loss=0.1745, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5680/7467] loss=0.1880, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5690/7467] loss=0.1744, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5700/7467] loss=0.1747, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5710/7467] loss=0.1825, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5720/7467] loss=0.1803, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5730/7467] loss=0.1237, lr=0.0000124, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 5740/7467] loss=0.1643, lr=0.0000124, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 5750/7467] loss=0.1744, lr=0.0000124, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 5760/7467] loss=0.1988, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5770/7467] loss=0.1881, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5780/7467] loss=0.2056, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5790/7467] loss=0.1697, lr=0.0000124, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5800/7467] loss=0.1383, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5810/7467] loss=0.2444, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5820/7467] loss=0.2160, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5830/7467] loss=0.2117, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5840/7467] loss=0.1642, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5850/7467] loss=0.1572, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5860/7467] loss=0.2119, lr=0.0000123, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5870/7467] loss=0.1534, lr=0.0000123, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5880/7467] loss=0.1987, lr=0.0000123, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5890/7467] loss=0.1960, lr=0.0000123, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5900/7467] loss=0.1276, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5910/7467] loss=0.1984, lr=0.0000123, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5920/7467] loss=0.1616, lr=0.0000123, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 5930/7467] loss=0.2081, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5940/7467] loss=0.2017, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5950/7467] loss=0.1946, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5960/7467] loss=0.1556, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5970/7467] loss=0.2010, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5980/7467] loss=0.1661, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 5990/7467] loss=0.1559, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6000/7467] loss=0.1665, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6010/7467] loss=0.2251, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6020/7467] loss=0.2140, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6030/7467] loss=0.1497, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6040/7467] loss=0.1714, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6050/7467] loss=0.1553, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6060/7467] loss=0.1727, lr=0.0000122, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6070/7467] loss=0.1810, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6080/7467] loss=0.1533, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6090/7467] loss=0.1906, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6100/7467] loss=0.1733, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6110/7467] loss=0.1547, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6120/7467] loss=0.1664, lr=0.0000121, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6130/7467] loss=0.1457, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6140/7467] loss=0.1714, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6150/7467] loss=0.1536, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6160/7467] loss=0.1720, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6170/7467] loss=0.2048, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6180/7467] loss=0.1599, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6190/7467] loss=0.1585, lr=0.0000121, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6200/7467] loss=0.1972, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6210/7467] loss=0.2059, lr=0.0000120, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6220/7467] loss=0.1884, lr=0.0000120, metrics:accuracy:0.9318
INFO:root:[Epoch 2 Batch 6230/7467] loss=0.1658, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6240/7467] loss=0.1608, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6250/7467] loss=0.1447, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6260/7467] loss=0.1902, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6270/7467] loss=0.1866, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6280/7467] loss=0.1572, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6290/7467] loss=0.1688, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6300/7467] loss=0.1259, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6310/7467] loss=0.1548, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6320/7467] loss=0.1695, lr=0.0000120, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 6330/7467] loss=0.1331, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6340/7467] loss=0.2210, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6350/7467] loss=0.1525, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6360/7467] loss=0.1543, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6370/7467] loss=0.1747, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6380/7467] loss=0.2009, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6390/7467] loss=0.1251, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6400/7467] loss=0.1616, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6410/7467] loss=0.1501, lr=0.0000119, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 6420/7467] loss=0.1611, lr=0.0000119, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6430/7467] loss=0.2217, lr=0.0000119, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6440/7467] loss=0.1830, lr=0.0000119, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6450/7467] loss=0.2021, lr=0.0000119, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6460/7467] loss=0.1209, lr=0.0000119, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6470/7467] loss=0.1559, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6480/7467] loss=0.2015, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6490/7467] loss=0.2022, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6500/7467] loss=0.1867, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6510/7467] loss=0.1477, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6520/7467] loss=0.1855, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6530/7467] loss=0.1948, lr=0.0000118, metrics:accuracy:0.9321
INFO:root:[Epoch 2 Batch 6540/7467] loss=0.0834, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6550/7467] loss=0.1976, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6560/7467] loss=0.2050, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6570/7467] loss=0.1720, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6580/7467] loss=0.1391, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6590/7467] loss=0.1443, lr=0.0000118, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6600/7467] loss=0.1644, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6610/7467] loss=0.1208, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6620/7467] loss=0.1859, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6630/7467] loss=0.1741, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6640/7467] loss=0.1559, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6650/7467] loss=0.1112, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6660/7467] loss=0.2111, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6670/7467] loss=0.1872, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6680/7467] loss=0.2590, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6690/7467] loss=0.1574, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6700/7467] loss=0.1426, lr=0.0000117, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6710/7467] loss=0.1563, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6720/7467] loss=0.1393, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6730/7467] loss=0.1742, lr=0.0000117, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6740/7467] loss=0.1741, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6750/7467] loss=0.2410, lr=0.0000116, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6760/7467] loss=0.1596, lr=0.0000116, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6770/7467] loss=0.1585, lr=0.0000116, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6780/7467] loss=0.1380, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6790/7467] loss=0.1508, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6800/7467] loss=0.2198, lr=0.0000116, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 6810/7467] loss=0.1627, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6820/7467] loss=0.1402, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6830/7467] loss=0.1814, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6840/7467] loss=0.1275, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6850/7467] loss=0.1360, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6860/7467] loss=0.1800, lr=0.0000116, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6870/7467] loss=0.1770, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6880/7467] loss=0.1601, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6890/7467] loss=0.1840, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6900/7467] loss=0.1907, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6910/7467] loss=0.1444, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6920/7467] loss=0.1372, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6930/7467] loss=0.1392, lr=0.0000115, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 6940/7467] loss=0.1050, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 6950/7467] loss=0.1405, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 6960/7467] loss=0.1844, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 6970/7467] loss=0.1099, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 6980/7467] loss=0.2066, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 6990/7467] loss=0.1802, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 7000/7467] loss=0.1427, lr=0.0000115, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 7010/7467] loss=0.1576, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7020/7467] loss=0.1301, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7030/7467] loss=0.1373, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7040/7467] loss=0.1118, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7050/7467] loss=0.1983, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7060/7467] loss=0.1548, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7070/7467] loss=0.1784, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7080/7467] loss=0.1423, lr=0.0000114, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 7090/7467] loss=0.1352, lr=0.0000114, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7100/7467] loss=0.1477, lr=0.0000114, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7110/7467] loss=0.1759, lr=0.0000114, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7120/7467] loss=0.1392, lr=0.0000114, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7130/7467] loss=0.1385, lr=0.0000114, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7140/7467] loss=0.1892, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7150/7467] loss=0.1724, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7160/7467] loss=0.2159, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7170/7467] loss=0.1667, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7180/7467] loss=0.1523, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7190/7467] loss=0.1760, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7200/7467] loss=0.2109, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7210/7467] loss=0.1468, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7220/7467] loss=0.1389, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7230/7467] loss=0.1306, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7240/7467] loss=0.2336, lr=0.0000113, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 7250/7467] loss=0.1077, lr=0.0000113, metrics:accuracy:0.9326
